symbol,sector,industry,longName,volume,profitMargins,sharesOutstanding,regularMarketPreviousClose,trailingPE,priceToBook
1900.HK,Technology,Information Technology Services,"China ITS (Holdings) Co., Ltd.",526143,-0.03529,1654019968,0.185,,0.9375
1901.HK,Consumer Cyclical,Travel Services,Feiyang International Holdings Group Limited,262000,0.01743,500000000,0.9,,
1902.HK,Consumer Cyclical,Residential Construction,"Yincheng International Holding Co., Ltd.",42000,0.02151,1446960000,2.4,,
1905.HK,Financial Services,Credit Services,"Haitong UniTrust International Leasing Co., Ltd.",218000,0.22285,5794449920,1.57,,
1906.HK,Consumer Cyclical,Apparel Manufacturing,Bonny International Holding Limited,910000,0.05231,1200000000,0.63,,
1907.HK,Basic Materials,Chemicals,China Risun Group Limited,13000,0.10853,4089999872,2.63,,
1908.HK,Real Estate,Real Estate—Diversified,C&D International Investment Group Limited,64000,0.1254,909865024,8.57,9.903481,18.224102
1909.HK,Communication Services,Electronic Gaming & Multimedia,Fire Rock Holdings Limited,10000,0.57354,320000000,4.68,,
1910.HK,Consumer Cyclical,Footwear & Accessories,Samsonite International S.A.,498114,0.053150002,1432419968,17.32,13.057078,12.690582
1911.HK,Financial Services,Capital Markets,China Renaissance Holdings Limited,100,-0.32592,541171008,14.36,,10.409956
1912.HK,Technology,Semiconductors,Contel Technology Company Limited,5000,0.03791,800000000,2.0,,86.95652
1913.HK,Consumer Cyclical,Luxury Goods,Prada S.p.A.,23600,0.08016,2558820096,27.7,38.89665,22.033228
1915.HK,Financial Services,Credit Services,Yangzhou Guangling District Taihe Rural Micro-finance Company Limited,6000,0.59647,600000000,3.55,,
1916.HK,Financial Services,Banks—Regional,"Jiangxi Bank Co., Ltd.",160500,0.38752997,1345500032,4.14,,5.2319584
1917.HK,Communication Services,Advertising Agencies,Doumob,1430000,0.14052,2300000000,0.195,,
1918.HK,Real Estate,Real Estate Services,Sunac China Holdings Limited,1365000,0.1322,4439309824,42.25,9.999319,22.627165
1919.HK,Industrials,Marine Shipping,"COSCO SHIPPING Holdings Co., Ltd.",1836500,0.01663,2580600064,2.85,9.399642,8.825302
1920.HK,Industrials,Engineering & Construction,Hands Form Holdings Limited,22290000,0.070199996,2600000000,0.183,,3.9148939
1921.HK,Energy,Oil & Gas Equipment & Services,Dalipal Holdings Limited,526000,0.080299996,1500000000,1.55,,
1928.HK,Consumer Cyclical,Resorts & Casinos,Sands China Ltd.,1160206,0.22136,8086700032,36.65,19.991518,85.12881
1929.HK,Consumer Cyclical,Luxury Goods,Chow Tai Fook Jewellery Group Limited,340400,0.06276,10000000000,7.04,15.371179,2.6697004
1930.HK,Consumer Cyclical,Auto Parts,Shinelong Automotive Lightweight Application Limited,120000,0.08319,660000000,1.49,,
1931.HK,Healthcare,Diagnostics & Research,IVD Medical Holding Limited,329000,0.36418998,1333400064,3.13,,
1932.HK,Basic Materials,Specialty Chemicals,CPM Group Limited,40000,-0.17153,1000000000,0.455,,0.8733205
1933.HK,Technology,Software—Application,OneForce Holdings Limited,8000,0.1397,505211008,0.5,,6.6666665
1935.HK,Consumer Defensive,Education & Training Services,JH Educational Technology INC.,48000,0.4307,1600829952,1.52,,
1938.HK,Basic Materials,Steel,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited,100000,-0.24347,1011139968,0.295,,3.9864862
1939.HK,Consumer Cyclical,Specialty Retail,Tokyo Chuo Auction Holdings Limited,110000,0.16499001,0,0.61,,1.0990992
1943.HK,Basic Materials,Building Materials,Silver Tide Holdings Limited,10000,0.04186,1000000000,0.38,,0.81545067
1949.HK,Technology,Information Technology Services,Platt Nera International Limited,588000,0.09146,0,0.52,,
1951.HK,Healthcare,Medical Care Facilities,Jinxin Fertility Group Limited,1012000,0.20695,2434380032,11.62,,
1955.HK,Industrials,Specialty Business Services,"Hong Kong Johnson Holdings Co., Ltd.",322000,0.01502,500000000,0.83,,1.804671
1958.HK,Consumer Cyclical,Auto Manufacturers,BAIC Motor Corporation Limited,2791000,0.022720002,8015340032,4.34,12.372452,4.852781
1960.HK,Industrials,Engineering & Construction,TBK & Sons Holdings Limited,780000,0.08417,1000000000,0.192,,
1962.HK,Consumer Defensive,Household & Personal Products,Evergreen Products Group Limited,532000,0.14739001,661081984,1.48,,1.2214984
1963.HK,Financial Services,Banks—Regional,"Bank of Chongqing Co., Ltd.",30000,0.52819,1579020032,4.53,3.1681702,3.370619
1966.HK,Real Estate,Real Estate—Development,China SCE Group Holdings Limited,6733866,0.17804001,4182129920,4.19,4.291326,7.3333335
1968.HK,Consumer Cyclical,Textile Manufacturing,Hingtex Holdings Limited,60000,0.054530002,640000000,0.26,1.9786909,0.38690475
1969.HK,Consumer Defensive,Education & Training Services,"China Chunlai Education Group Co., Ltd.",3000,0.22471,1200000000,1.54,,15.4
1970.HK,Communication Services,Entertainment,"IMAX China Holding, Inc.",28800,0.36926997,356169984,16.64,,23.3007
1972.HK,Real Estate,Real Estate Services,Swire Properties Limited,256425,1.02802,5849999872,24.7,4.2586207,0.50757253
1975.HK,Industrials,Specialty Business Services,Sun Hing Printing Holdings Limited,4000,0.114350006,480000000,0.41,,0.6179775
1977.HK,Industrials,Engineering & Construction,Analogue Holdings Limited,14000,0.04212,1400000000,0.93,,0.767386
1978.HK,Consumer Cyclical,Restaurants,LH Group Limited,24000,0.06765,800000000,0.485,,0.9642147
1979.HK,Industrials,Electrical Equipment & Parts,Ten Pao Group Holdings Limited,4000,0.04151,1000460032,0.92,,1.4511042
1980.HK,Communication Services,Internet Content & Information,Tian Ge Interactive Holdings Limited,53000,-0.13621001,1259110016,1.82,8.851342,5.0847454
1982.HK,Consumer Cyclical,Apparel Manufacturing,Nameson Holdings Limited,2000,-0.058509998,2279389952,0.61,,0.6204757
1983.HK,Financial Services,Banks—Regional,"Luzhou Bank Co., Ltd.",5000,0.4052,627600000,2.98,,6.6591425
1985.HK,Technology,Information Technology Services,Microware Group Limited,20000,0.023659999,300000000,0.77,,1.1191859
1986.HK,Basic Materials,Specialty Chemicals,Tsaker Chemical Group Limited,1104000,0.27662,1038400000,1.7,10.907434,9.550562
1988.HK,Financial Services,Banks—Regional,"China Minsheng Banking Corp., Ltd.",1972000,0.46188998,8320300032,5.6,4.291204,3.9956958
1989.HK,Healthcare,Medical Care Facilities,Pine Care Group Limited,112000,0.06779,902880000,0.63,,2.690583
1990.HK,Industrials,Infrastructure Operations,Xinghua Port Holdings Ltd.,4000,0.15645,814412032,1.0,,6.644737
1991.HK,Consumer Cyclical,Auto Parts,Ta Yang Group Holdings Limited,330000,-0.15913999,871177984,0.3,,0.67873305
1992.HK,Consumer Cyclical,Travel Services,Fosun Tourism Group,6200,0.05641,1233789952,10.08,,12.857142
1993.HK,Communication Services,Advertising Agencies,Asiaray Media Group Limited,6500,0.00741,475676000,5.75,56.98819,6.942446
1995.HK,Real Estate,Real Estate Services,Ever Sunshine Lifestyle Services Group Limited,168000,0.1114,1536400000,4.7,,175.55554
1996.HK,Real Estate,Real Estate—Development,Redsun Properties Group Limited,479000,0.16201,3320000000,2.47,,3.9035769
1997.HK,Real Estate,Real Estate Services,Wharf Real Estate Investment Company Limited,138338,0.88184,3036229888,42.1,7.129629,0.5773452
1999.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Man Wah Holdings Limited,565200,0.12357,3815650048,5.6,15.524986,3.4093714
2000.HK,Technology,Communication Equipment,SIM Technology Group Limited,8000,-0.14208001,2430720000,0.247,5.8486238,0.30649036
2001.HK,Consumer Defensive,Education & Training Services,China New Higher Education Group Limited,412000,0.36075002,1541100032,2.74,,14.329896
2002.HK,Basic Materials,Paper & Paper Products,China Sunshine Paper Holdings Company Limited,104000,0.04385,819361984,1.21,2.5919724,3.0402012
2003.HK,Financial Services,Credit Services,VCREDIT Holdings Limited,56200,-0.0080699995,499204000,6.95,,9.192053
2005.HK,Healthcare,Drug Manufacturers—Specialty & Generic,SSY Group Limited,728000,0.22984,3033430016,5.96,25.88789,3.9209335
2006.HK,Consumer Cyclical,Lodging,Shanghai Jin Jiang Capital Company Limited,550000,0.03395,1391500032,1.49,9.565999,5.866142
2007.HK,Real Estate,Real Estate—Development,Country Garden Holdings Company Limited,955893,0.08307,21844699136,11.36,6.1969967,15.372124
2008.HK,Communication Services,Broadcasting,Phoenix Media Investment (Holdings) Limited,62000,0.01303,4993469952,0.55,11.47541,0.5474096
2009.HK,Basic Materials,Building Materials,BBMG Corporation,123000,0.04103,2338759936,2.21,6.2895575,2.7715356
2011.HK,Consumer Cyclical,Apparel Manufacturing,KEE Holdings Company Limited,12000,-0.2035,464804000,1.67,,2.859589
2012.HK,Energy,Oil & Gas E&P,Sunshine Oilsands Ltd.,257500,-2.69755,6353950208,0.058,,1.5405406
2013.HK,Technology,Software—Application,Weimob Inc.,1664000,-0.15401,2258360064,3.14,,
2014.HK,Industrials,Pollution & Treatment Controls,Ozner Water International Holding Limited,1094550,0.07574,2132600064,1.01,7.370434,4.4104805
2016.HK,Financial Services,Banks—Regional,"China Zheshang Bank Co., Ltd",13000,0.46356,4553999872,4.17,,6.09398
2017.HK,Industrials,Engineering & Construction,Chanhigh Holdings Limited,94000,0.02172,618502016,0.37,,1.8686869
2018.HK,Technology,Communication Equipment,AAC Technologies Holdings Inc.,1459000,0.14408,1208499968,61.3,17.593672,28.434505
2019.HK,Real Estate,Real Estate—Development,Dexin China Holdings Company Limited,18000,0.21778,2701339904,3.09,,
2020.HK,Consumer Cyclical,Leisure,ANTA Sports Products Limited,1730251,0.16364999,2502469888,70.75,40.631973,86.43031
2022.HK,Communication Services,Electronic Gaming & Multimedia,Digital Hollywood Interactive Limited,964000,-0.31718,2000000000,0.1,,3.8846154
2023.HK,Consumer Defensive,Household & Personal Products,China Ludao Technology Company Limited,360000,0.05718,491800000,0.97,17.637955,8.166667
2025.HK,Consumer Cyclical,Auto Parts,Ruifeng Power Group Company Limited,12000,0.15775,800000000,1.5,,8.823529
2028.HK,Technology,Computer Hardware,Jolimark Holdings Limited,300000,-0.119169995,612881024,0.2,,2.777778
2030.HK,Consumer Cyclical,Apparel Manufacturing,Cabbeen Fashion Limited,40000,0.16656,668593024,1.55,,6.209677
2031.HK,Consumer Defensive,Household & Personal Products,Ausupreme International Holdings Limited,720000,0.1016,750000000,0.43,,1.8534484
2033.HK,Consumer Cyclical,Luxury Goods,Time Watch Investments Limited,12000,0.11436,2079949952,0.95,8.672566,0.91674465
2038.HK,Technology,Communication Equipment,FIH Mobile Limited,2854000,-0.0402,8211409920,1.41,,5.674603
2039.HK,Industrials,Metal Fabrication,"China International Marine Containers (Group) Co., Ltd.",34680,0.01926,2059890048,7.51,48.14398,4.550425
2048.HK,Real Estate,Real Estate Services,E-House (China) Enterprise Holdings Limited,141600,0.14144,1389959936,7.06,,15.818584
2051.HK,Financial Services,Credit Services,51 Credit Card Inc.,131000,0.08854,1191650048,1.61,,
2060.HK,Industrials,Metal Fabrication,Pujiang International Group Limited,46000,0.073520005,811043968,3.88,,
2066.HK,Financial Services,Banks—Regional,"Shengjing Bank Co., Ltd.",4000,0.5313,2340740096,5.6,3.5974452,4.0328336
2068.HK,Industrials,Engineering & Construction,China Aluminum International Engineering Corporation Limited,2000,0.00358,399476000,2.3,26.787285,4.6743293
2078.HK,,,PanAsialum Holdings Company Limited,30000,,,0.44,,
2080.HK,Real Estate,Real Estate Services,AUX International Holdings Limited,32000,0.01806,374984000,0.5,,1.3927577
2083.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Nature Home Holding Company Limited,12000,0.04219,1379379968,1.41,11.361163,6.238938
2086.HK,Industrials,Security & Protection Services,HNA Technology Investments Holdings Limited,86000,-0.10995,319564992,0.6,,1.5384617
2088.HK,Real Estate,Real Estate—Development,Xiwang Property Holdings Company Limited,152000,0.28284,1408780032,0.183,4.7272167,3
2098.HK,Real Estate,Real Estate—Development,Zall Smart Commerce Group Ltd.,8695000,0.00657,11782800384,0.69,5.3771873,2.9387755
2099.HK,Basic Materials,Other Precious Metals & Mining,China Gold International Resources Corp. Ltd.,36200,-0.0456,396414016,6.76,,1.8800111
2100.HK,Communication Services,Internet Content & Information,BAIOO Family Interactive Limited,88000,0.113579996,2771840000,0.79,,9.411765
2111.HK,Consumer Cyclical,Textile Manufacturing,Best Pacific International Holdings Limited,24000,0.08672,1039809984,2.05,6.960951,0.88744587
2112.HK,Basic Materials,Steel,CAA Resources Limited,232000,0.00184,1500000000,0.221,9.78343,2.1568627
2113.HK,Industrials,Engineering & Construction,Century Group International Holdings Limited,5000,-0.38904998,767750016,0.335,,3.1308413
2116.HK,Basic Materials,Specialty Chemicals,Jiangsu Innovative Ecological New Materials Limited,10000,0.15495,480000000,0.355,,4.8630137
2118.HK,Real Estate,Real Estate—Development,Tian Shan Development (Holding) Limited,72000,0.07317,0,3.06,15.930696,9.902913
2119.HK,Consumer Defensive,Beverages—Non-Alcoholic,Tsit Wing International Holdings Limited,146000,0.0783,762849984,1.08,,1.5428573
2120.HK,Healthcare,Medical Care Facilities,"Wenzhou Kangning Hospital Co., Ltd.",14900,0.11805,20240000,20.6,,9.135255
2122.HK,Consumer Cyclical,Specialty Retail,Kidsland International Holdings Limited,62000,-0.02168,800000000,0.275,,0.2786221
2128.HK,Industrials,Building Products & Equipment,China Lesso Group Holdings Limited,3762000,0.111140005,3102419968,8.49,9.825663,13.398204
2133.HK,Basic Materials,Other Industrial Metals & Mining,Greenway Mining Group Limited,567000,-0.09432,3579780096,0.055,,0.80882347
2136.HK,Consumer Cyclical,Department Stores,Lifestyle China Group Limited,500,0.29904,1464450048,2.3,,2.5438595
2138.HK,Consumer Defensive,Household & Personal Products,Union Medical Healthcare Limited,408000,0.17368999,985192000,5.33,,5.0140843
2139.HK,Financial Services,Banks—Regional,"Bank of Gansu Co., Ltd.",24000,0.27642,2543800064,1.39,,3.7433152
2166.HK,Technology,Electronics & Computer Distribution,Smart-Core Holdings Limited,12000,0.015360001,498636992,1.45,,1.2380122
2168.HK,Real Estate,Real Estate Services,Kaisa Prosperity Holdings Limited,40500,0.11654,140000000,18.9,32.882484,38.518517
2178.HK,Energy,Oil & Gas Equipment & Services,Petro-king Oilfield Services Limited,144148,-1.5019001,1726669952,0.166,,0.6
2180.HK,Industrials,Staffing & Employment Services,ManpowerGroup Greater China Limited,5500,0.03328,207500000,9.3,,
2181.HK,Healthcare,Biotechnology,Mabpharm Limited,58000,0.0,4124080128,1.05,,
2182.HK,Industrials,Conglomerates,Tian Chang Group Holdings Ltd.,52000,0.10237,620000000,0.47,,0.58312654
2183.HK,Real Estate,Real Estate—Development,Sansheng Holdings (Group) Co. Ltd.,1202950,-0.72251,419113984,9.37,Infinity,2.4767966
2186.HK,Healthcare,Drug Manufacturers—General,Luye Pharma Group Ltd.,1219000,0.24705,3268969984,5.6,15.613364,16.539589
2188.HK,Technology,Electronics & Computer Distribution,"China Titans Energy Technology Group Co., Limited",438000,-0.14556,0,0.425,,4.056604
2189.HK,Healthcare,Medical Care Facilities,Kato (Hong Kong) Holdings Limited,40000,0.22677,1000000000,0.57,,3.064516
2196.HK,Healthcare,Drug Manufacturers—Specialty & Generic,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",728442,0.09561,551939968,21.95,14.350425,13.446154
2198.HK,Basic Materials,Specialty Chemicals,China Sanjiang Fine Chemicals Company Limited,208000,0.02069,1190000000,1.42,3.252018,2.7376425
2199.HK,Consumer Cyclical,Apparel Manufacturing,Regina Miracle International (Holdings) Limited,75000,0.045840003,1224249984,4.53,,1.9117647
2202.HK,Real Estate,Real Estate—Development,"China Vanke Co., Ltd.",594074,0.11005,1577949952,29.75,14.090343,15.430498
2203.HK,Technology,Semiconductors,Brainhole Technology Limited,120000,0.04384,800000000,0.405,,1.1637931
2208.HK,Industrials,Specialty Industrial Machinery,"Xinjiang Goldwind Science&Technology Co.,Ltd",1986400,0.067,773571968,8.52,8.812916,8.316929
2211.HK,Healthcare,Pharmaceutical Retailers,Universal Health International Group Holding Limited,1103000,-0.109560005,3863130112,0.12,,1.25
2212.HK,Basic Materials,Building Materials,Future Bright Mining Holdings Limited,880000,-2.34888,0,0.073,,15.6
2213.HK,Consumer Cyclical,Department Stores,Yi Hua Holdings Limited,360000,-0.43652,1003160000,0.265,2.9837227,5.3333335
2218.HK,Consumer Defensive,Beverages—Non-Alcoholic,Yantai North Andre Juice Company Limited,4000,0.16156,107464000,5.27,12.053373,7.248968
2221.HK,Industrials,Engineering & Construction,New Concepts Holdings Limited,84000,-0.0795,572899968,0.425,,0.61194026
2222.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NVC Lighting Holding Limited,1055000,-0.00802,4227279872,0.206,,1.4820144
2223.HK,Consumer Cyclical,Textile Manufacturing,Casablanca Group Limited,18000,0.059320003,258432000,0.68,6.500956,0.42983565
2225.HK,Industrials,Staffing & Employment Services,Jinhai International Group Holdings Limited,985000,-0.03021,1230000000,1.56,,89.99999
2226.HK,Consumer Defensive,Packaged Foods,Honworld Group Limited,73500,0.23419,578750016,3.86,,7.030965
2227.HK,Industrials,Engineering & Construction,Solis Holdings Limited,6584000,-0.05549,840000000,0.59,,12.553191
2230.HK,Communication Services,Entertainment,Medialink Group Limited,450000,0.12007,1992000000,0.172,,0.70711297
